126:127C,127N:128N,127N:127C,126:128N,126:128C,127N:129C,127N:128C,126:129N,128C:129C,129N:130N,129N:129C,128C:130N,accession_number,numPepsUnique,accession_numbers,entry_name,FBgn,flybase,plasma membrane,membrane,cytosol,nucleus,mitochondria
0.3875,0.231,0.3335,0.189,0.164,0.254,0.189,0.0005,-0.063,0.277,0.226,0.121,Q9VAS8,19,Q9VAS8|B7Z0R2,"CG31048, isoform B",FBgn0264324,spg,1,1,0,0,0
-0.1555,0.184,-0.0185,-0.065,0.014,0.352,0.066,-0.0945,0.329,0.047,0.225,0.038,Q9VP06,3,Q9VP06,CG11306,FBgn0037108,Alg11,0,1,0,0,0
0.4925,0.212,0.3045,0.374,0.23,0.243,0.064,0.1705,0.226,0.183,0.224,0.153,Q9V397,33,Q9V397|Q8IPE8,BcDNA.GH12558,FBgn0028479,Mtpalpha,0,0,0,0,1
0.0835,0.179,0.1605,0.157,0.16,0.363,0.173,0.0645,0.072,0.096,0.224,0.014,B7Z0X3,26,B7Z0X3|Q0KHV9|B7Z0W8|Q9W4E2|Q9W4E2-2|Q9W4E2-3,"Rugose, isoform D",FBgn0266098,rg,0,0,0,0,0
-0.2005,0.007,0.3475,-0.184,-0.477,0.368,-0.025,-0.3055,0.279,0.418,0.224,0.361,Q8IGJ0,3,Q8IGJ0|Q8IGJ0-3|Q8IGJ0-1,Protein EFR3 homolog cmp44E,FBgn0086784,stmA,0,1,0,0,0
0.9405,0.125,1.0315,0.166,-0.119,0.174,-0.106,0.0335,0.506,-0.209,0.223,-0.183,Q9VII5,3,Q9VII5|Q6IH30,CG31676,FBgn0051676,CG31676,0,0,0,0,0
0.2465,0.167,0.2125,0.266,0.06,0.363,0.087,0.1855,0.047,0.037,0.223,0.178,Q8MV48,10,Q8MV48,N-acetylgalactosaminyltransferase 7,FBgn0030930,Pgant7,0,1,0,0,0
0.5775,0.367,0.4345,0.398,0.185,0.363,0.14,0.1325,0.148,0.313,0.222,0.289,Q24319,15,Q24319,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,FBgn0014868,Ost48,0,1,0,0,0
0.4835,0.14,0.2245,0.323,0.278,0.18,0.14,0.1345,-0.005,0.129,0.222,0.071,Q9Y0Y6,7,Q9Y0Y6,Nuclear receptor-binding protein homolog,FBgn0027497,Madm,0,0,1,0,0
0.2465,0.204,0.3855,0.095,-0.039,0.282,0.104,-0.1685,0.146,0.162,0.222,0.017,A8JNN5,14,A8JNN5|Q8MT33|Q9VSI2|A2RVI2|A2RVI6,"CG7112, isoform B",FBgn0035879,GAPcenA,0,0,0,0,0
0.0245,-0.597,-0.0675,-0.389,-0.24,-0.107,-0.296,-0.4215,0.144,-0.105,0.222,-0.079,Q9VMU0,3,Q9VMU0,CG8680,FBgn0031684,ND-13A,0,1,0,0,1
0.7385,0.148,0.2865,0.438,0.336,0.248,-0.024,0.5695,0.297,0.19,0.221,0.255,Q9VHV5,6,Q9VHV5,ADP-ribosylation factor-like protein 8,FBgn0037551,Gie,0,1,1,0,0
0.3795,0.366,0.4195,0.357,0.182,0.345,0.213,0.1115,0.048,0.107,0.221,0.108,H9XVQ4,28,H9XVQ4|Q9NHE5-5|Q9NHE5-2|H9XVQ5|Q9NHE5-4|Q9NHE5|Q9NHE5-3|D8FT31,"Calcium activated protein for secretion, isoform D",FBgn0053653,Cadps,0,0,0,0,0
0.1285,0.287,0.2555,0.245,0.071,0.381,0.27,-0.0875,0.189,0.201,0.221,0.057,Q9GQF1,21,Q9GQF1|E1JI66|Q9GQF1-2|E1JI64,JNK-interacting protein 3,FBgn0024187,syd,0,1,1,0,0
0.5535,0.416,0.4185,0.41,0.26,0.36,0.17,0.2635,0.108,0.192,0.22,0.185,P28668,57,P28668|H8F4R5|P28668-2,Bifunctional glutamate/proline--tRNA ligase,FBgn0005674,GluProRS,0,0,1,0,0
0.3145,0.269,0.4255,0.126,0.068,0.26,0.104,-0.0175,0.067,0.09,0.22,0.009,Q9VBQ6,7,Q9VBQ6|Q9NHF2|Q95RN8,Dihydroxyacetone phosphate acyltransferase,FBgn0040212,Dhap-at,0,1,0,0,0
0.5645,0.391,0.3595,0.635,0.589,0.385,0.294,0.3235,0.024,0.367,0.219,0.191,Q24208,23,Q24208|Q24208-2|P45975|I0DHL3|E8NH32,Eukaryotic translation initiation factor 2 subunit 3,FBgn0263740,eIF2gamma,0,0,0,0,0
0.3475,0.252,0.3945,0.301,0.117,0.398,0.125,0.1225,0.226,0.166,0.219,0.15,Q9VF87,27,Q9VF87|B7FNQ8,Cytoplasmic FMR1-interacting protein,FBgn0038320,Sra-1,0,1,1,0,0
0.2195,0.343,0.3655,0.205,0.052,0.315,0.208,-0.0885,0.111,0.206,0.219,0.036,Q9VYY9-2,40,Q9VYY9-2|C9QP48|Q9VYY9|E1JJH7|Q95S00|F0JAJ2,Isoform B of TBC1 domain family member CG11727,FBgn0262740,Evi5,0,0,1,0,0
0.0635,0.12,0.1095,0.118,-0.041,0.175,0.012,-0.0035,0.151,0.182,0.219,0.211,Q9VKY2,19,Q9VKY2|Q4QQA6|Q7KMK9,CG5366,FBgn0027568,Cand1,0,0,0,1,0
0.9955,0.666,0.8465,0.812,0.381,0.386,0.213,0.1475,0.226,0.509,0.218,0.409,Q9VJM0,2,Q9VJM0|Q5BIB2|Q8IP22,"CG12455, isoform A",FBgn0261999,CG42817,0,0,0,0,0
0.6515,0.147,0.5265,0.179,0.179,0.231,0.223,0.0955,0.17,0.442,0.218,0.274,Q24472,3,Q24472,Retinoblastoma family protein,FBgn0015799,Rbf,0,0,0,1,0
0.4245,0.147,0.2255,0.238,0.041,0.19,-0.035,0.1205,0.163,0.275,0.218,0.328,O62619-2,36,O62619-2|O62619,Isoform B of Pyruvate kinase,FBgn0267385,PyK,0,0,0,0,0
0.9215,0.464,0.9035,0.444,-0.048,0.65,-0.036,0.4165,0.641,-0.473,0.217,0.021,A8DYJ6,2,A8DYJ6|B7YZM1|A8DYJ7|Q4V6U5,"CG12484, isoform B",FBgn0086604,side-VIII,0,1,0,0,0
0.6105,0.548,0.6625,0.382,0.254,0.418,0.42,-0.1335,0.045,0.257,0.217,0.01,Q9VJ58,5,Q9VJ58|O77047,Fas-associated factor,FBgn0025608,Faf2,0,0,0,0,0
0.5095,0.271,0.4405,0.234,-0.011,0.317,-0.007,-0.0935,0.051,-0.19,0.217,-0.046,F3YDH3,4,F3YDH3|P00967|K7Z4R2|P00967-2,RH01206p,FBgn0000053,Gart,0,0,1,0,0
0.1305,0.158,0.2105,0.099,-0.129,0.266,-0.035,-0.1285,0.15,0.086,0.217,0.062,Q960E6,13,Q960E6|Q0E993,SD04748p,FBgn0027079,ValRS,0,0,1,0,0
0.0305,0.167,0.2375,0.058,-0.035,0.23,0.032,-0.1225,0.099,0.134,0.217,0.01,P51592,13,P51592|B5RJK6,E3 ubiquitin-protein ligase hyd,FBgn0002431,hyd,0,0,1,1,0
0.5255,0.484,0.5325,0.478,0.46,0.614,0.512,0.3365,0.135,0.202,0.216,0.044,Q9W213,17,Q9W213|O44924|Q7KVK3|C4IXX6|Q058V6,"Roundabout, isoform B",FBgn0005631,robo1,1,1,0,0,0
-0.1775,-0.045,-0.2455,-0.041,-0.039,0.161,-0.077,-0.1605,0.406,-0.21,0.215,-0.302,Q8MS10,3,Q8MS10|Q9W441,RH08414p,FBgn0029837,Tsp5D,0,1,0,0,0
0.5105,0.197,0.4155,0.102,0.037,0.382,-0.007,0.0535,0.315,0.072,0.213,0.128,Q9VDH5,17,Q9VDH5|Q8MS48,CG3822,FBgn0038837,KaiR1D,1,1,0,0,0
0.4875,0.164,0.4445,0.246,-0.26,0.173,-0.192,0.0525,0.307,-0.048,0.213,0.198,Q9W3C4,8,Q9W3C4,Hexosaminidase 2,FBgn0041629,Hexo2,1,1,0,0,0
0.4075,0.288,0.4295,0.282,0.137,0.313,0.273,0.0475,0.033,0.217,0.213,0.113,P25455,18,P25455|P25455-1|P25455-4|P25455-2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II",FBgn0004611,Plc21C,0,0,0,0,0
0.6135,0.193,0.6515,0.142,0.301,0.256,0.228,0.0935,0.033,0.058,0.212,-0.102,Q8MSQ4,4,Q8MSQ4|Q95YH7|Q9VE37|Q95YH6,"Mekk1, isoform B",FBgn0024329,Mekk1,0,0,1,0,0
0.5235,0.165,0.2755,0.483,0.323,0.298,0.084,0.2755,0.195,0.235,0.212,0.108,O62530,15,O62530,"AP-50, isoform A",FBgn0263351,AP-2mu,0,1,0,0,0
0.5035,0.335,0.2995,0.464,0.142,0.307,0.112,0.2245,0.239,0.203,0.212,0.242,C6SUV6,27,C6SUV6|O16797|O16797-4|C7LA69|E0R984|O16797-2,LP14077p (Fragment),FBgn0020910,RpL3,0,0,0,0,0
0.3285,0.212,0.2465,0.279,0.001,0.345,-0.059,0.1745,0.395,0.07,0.212,0.224,Q9VZE4,15,Q9VZE4,CG1316,FBgn0035526,CG1316,0,0,0,0,0
-0.1045,-0.16,0.0245,-0.169,0.131,0.306,-0.041,0.0275,-0.036,0.22,0.212,0.312,Q8IGT0,9,Q8IGT0|Q9VNF8|Q9NFN9|Q95TD2,RE35250p,FBgn0262125,Sec23,1,1,1,0,0
0.2785,0.003,0.4995,-0.064,-0.2,0.314,0.077,-0.0945,0.333,0.106,0.211,0.072,Q8IMW9,5,Q8IMW9|Q9VC89,"CG6454, isoform C",FBgn0039187,CG6454,1,1,0,0,0
0.8755,0.554,0.7405,0.669,0.492,0.412,0.324,0.2805,0.051,-0.024,0.21,-0.028,Q8SY53,6,Q8SY53,CG7830,FBgn0032015,Ostgamma,0,1,0,0,0
0.8335,-0.081,0.4315,0.284,0.236,0.369,-0.136,0.4545,0.234,0.02,0.21,0.377,Q95RR3,4,Q95RR3|Q9VLS0,LD15505p (Fragment),FBgn0031996,CG8460,0,0,0,0,0
-0.1215,0.205,0.1095,-0.064,-0.244,0.236,0.105,-0.2625,0.205,-0.018,0.21,0.012,Q9VB98-2,2,Q9VB98-2|Q9VB98,Isoform 2 of Probable Rho GTPase-activating protein CG5521,FBgn0039466,CG5521,0,0,1,1,0
0.3515,0.37,0.3605,0.363,0.113,0.291,0.151,0.1475,0.107,0.033,0.209,-0.003,Q07327,18,Q07327,Protein ROP,FBgn0004574,Rop,0,1,1,0,0
0.2635,0.316,0.3015,0.327,0.107,0.314,0.107,0.0735,0.204,0.271,0.209,0.241,Q9VVA4,103,Q9VVA4|Q7KUQ2|Q86PB9,"CG9674, isoform A",FBgn0036663,CG9674,0,0,0,0,0
0.2295,0.049,0.2445,0.055,-0.172,0.203,0.019,-0.1455,0.228,0.128,0.209,0.006,Q9GQN5,11,Q9GQN5|Q8T9C9,Transcriptional regulator ATRX homolog,FBgn0039338,XNP,0,0,0,1,0
0.2025,-0.09,0.0075,0.103,0.195,0.031,0.033,0.0205,0.324,0.013,0.209,0.013,P15357,13,P15357|Q8MSM5|P0CG69|Q9W418|Q8MT02|P18101|Q7JPZ3|Q24575|Q24577|Q7JPZ2|Q24576|H9BVD2|H9BVD5|H9BVD4|H9BVD7|H9BVD3|Q27927,Ubiquitin-40S ribosomal protein S27a,FBgn0003942,RpS27A,0,1,1,1,0
-0.0815,0.081,-0.0725,0.22,0.047,0.067,0.136,-0.1645,-0.041,0.166,0.209,-0.074,Q9VCW7,3,Q9VCW7|D0Z761,CG6954,FBgn0266418,wake,0,0,0,0,0
0.1275,-0.349,0.1955,-0.427,-0.223,0.322,-0.114,-0.3525,-0.098,-0.13,0.208,-0.066,Q9W0R8,4,Q9W0R8|Q9BKJ2,"Four wheel drive, isoform A",FBgn0004373,fwd,0,1,0,0,0
0.1235,0.063,0.1305,-0.046,0.044,0.214,0.084,0.0425,0.136,0.166,0.208,0.054,Q9VLT5,37,Q9VLT5|Q9VLT5-2,Protein purity of essence,FBgn0011230,poe,0,0,0,0,0
1.3235,0.327,1.3765,0.236,0.31,0.175,0.393,-0.1195,-0.264,0.242,0.206,-0.158,Q7K137,2,Q7K137|Q9U8B9,LD10453p,FBgn0028717,Lnk,1,1,0,0,0
0.4085,0.292,0.3235,0.339,-0.157,-0.094,-0.338,-0.3195,0.042,0.262,0.206,0.032,E4NKK2,4,E4NKK2|D2NUI8|D3DMY1|Q8SY19|O97471|Q8SY70,RH74014p (Fragment),FBgn0025814,Mgstl,0,1,0,0,0
0.0335,0.316,0.3805,0.261,-0.125,0.42,-0.06,0.0285,0.294,0.068,0.206,0.105,Q9VQX6,8,Q9VQX6,CG3702,FBgn0031590,CG3702,0,1,0,0,0
-0.0635,0.224,0.2385,0.029,-0.193,0.377,0.043,-0.1545,0.24,0.025,0.206,0.082,Q9VYS3,8,Q9VYS3,Regulator of nonsense transcripts 1 homolog,FBgn0030354,Upf1,0,0,1,0,0
0.2895,0.249,0.2985,0.252,0.04,0.323,0.12,0.1085,0.144,0.173,0.205,0.207,Q9VSS2,11,Q9VSS2,Signal recognition particle 68 kDa protein,FBgn0035947,Srp68,0,1,1,0,0
0.4735,0.538,0.5985,0.477,0.202,0.471,0.365,0.0525,0.069,0.119,0.204,0.06,Q9VK06,5,Q9VK06|Q9VK04|Q4V5C6,"CG31729, isoform B",FBgn0051729,CG31729,1,1,0,0,0
0.2585,0.155,0.0915,0.143,0.022,0.215,0.087,0.0105,0.235,0.117,0.203,0.114,Q0KI33,14,Q0KI33|E1JIS1|Q59DV6|Q9VD98|Q8MRH8|E1JIS2,"CG7956, isoform C",FBgn0038890,CG7956,0,1,0,0,0
0.2455,0.129,-0.0205,0.391,0.335,-0.15,0.053,-0.1115,-0.047,0.14,0.203,0.035,Q9V447,4,Q9V447,Protein Kr-h2,FBgn0266449,Kr-h2,0,1,0,0,0
0.5015,0.223,0.2425,0.419,0.241,0.161,0.033,0.1555,0.16,0.233,0.202,0.185,Q9VVX3,5,Q9VVX3,Frizzled-2,FBgn0016797,fz2,1,1,0,1,0
0.0445,-0.062,0.2195,-0.193,-0.172,0.234,-0.012,-0.1265,0.178,0.32,0.202,0.278,Q9VXN4,5,Q9VXN4,"Probable arginine--tRNA ligase, cytoplasmic",FBgn0027093,ArgRS,0,0,1,0,0
0.0665,0.013,-0.0595,0.242,0.069,0.157,-0.153,0.0475,0.3,0.183,0.201,0.204,E1JHE4,8,E1JHE4|Q9VKU1,"Fatty acid (Long chain) transport protein, isoform C",FBgn0267828,Fatp,0,1,0,0,0
0.0105,0.068,0.1915,-0.189,-0.199,0.284,-0.018,-0.1155,0.299,-0.001,0.201,0.078,Q9VF20,7,Q9VF20,Heavy metal tolerance factor 1,FBgn0038376,Hmt-1,0,1,0,0,1
0.1405,0.149,0.1685,0.311,0.065,0.425,-0.005,0.0415,0.299,0.249,0.2,0.224,Q8IRD5,11,Q8IRD5|Q9VZQ9,AT25231p,FBgn0035437,Strip,0,0,0,0,0
-0.9855,-0.194,-0.3265,-0.891,-1.016,0.12,-0.04,-0.6535,0.267,-0.375,0.2,-0.452,Q9NGV2,3,Q9NGV2|A1ZA87|D2NUD8,SP2353,FBgn0034070,SP2353,0,0,0,0,0
1.2165,0.815,1.1535,0.752,0.201,0.645,0.161,0.2195,0.439,-0.544,0.199,-0.334,B7YZW9,3,B7YZW9|B7YZX0|B7FNP2|Q8INW2|Q9VIU9|Q058W1,"CG10186, isoform E",FBgn0032797,Hasp,0,0,0,0,0
-0.0845,0.323,0.1785,0.147,-0.05,0.498,0.098,-0.0485,0.335,-0.015,0.199,0.066,Q9VFB6,3,Q9VFB6,CG12241,FBgn0038304,CG12241,0,0,0,0,0
0.0955,0.038,0.2055,0,-0.179,0.229,-0.242,-0.0015,0.407,-0.113,0.198,0.117,Q9VXD6,3,Q9VXD6|B4F672|B4F667|C0MM50|C0MM51|C0MM52|B4F666|B4F668|C0MM57,CG9723,FBgn0030768,CG9723,0,1,0,0,0
-0.1025,-0.144,0.0885,-0.373,-0.841,0.229,-0.619,-0.1965,0.802,-0.597,0.198,0.077,Q9VT57,2,Q9VT57|C9QP81,Cyclin-dependent kinase 8,FBgn0015618,Cdk8,0,0,0,1,0
-0.1105,-0.108,-0.1105,-0.109,-0.457,-0.06,-0.27,-0.2245,0.216,0.196,0.198,0.379,C7LAC8,4,C7LAC8|Q9W0V1|Q9W0V1-1|Q9W0V1-2|H1UUQ3,GH02335p,FBgn0020386,Pdk1,0,0,0,0,0
-0.1805,0.015,-0.0725,-0.022,-0.121,-0.006,-0.065,-0.2385,0.106,0.016,0.198,-0.006,P49071,10,P49071|Q8T9D6|F6J8U9,MAP kinase-activated protein kinase 2,FBgn0013987,MAPk-Ak2,0,0,1,1,0
0.2085,0.163,0.2635,0.137,0.013,0.256,0.082,0.0615,0.127,0.049,0.197,0.058,A1ZAW0,21,A1ZAW0|Q95YG3|Q2Q3W0|Q6NP57|Q2Q3V6|Q2Q3V7|Q2Q3V8|Q2Q3V4|Q2Q3V9|Q2Q3V5|Q2Q3W1,Dicer-2,FBgn0034246,Dcr-2,0,0,1,1,0
-0.1535,0.019,0.0315,-0.009,-0.074,-0.032,-0.02,-0.1795,-0.349,-0.037,0.197,-0.119,Q9U6P7,3,Q9U6P7|Q8SYD5,FI18813p1,FBgn0028400,Syt4,1,1,0,0,0
-0.0855,0.169,0.1735,-0.058,-0.045,0.257,0.143,-0.1515,0.069,0.131,0.196,0.028,P91621,31,P91621|Q8IQ62|A8JNL4|P91620|P91620-1|A8JNL5|A8JNL6|D2NUJ0|B7Z0C2,"Protein still life, isoform SIF type 1",FBgn0085447,sif,0,0,0,0,0
0.3895,0.096,0.2475,0.199,-0.019,0.164,-0.13,0.0745,0.249,-0.134,0.195,-0.011,Q9VNR9,2,Q9VNR9|F0JAH9,CG14450,FBgn0037184,CG14450,0,0,0,0,0
0.2015,0.152,0.2205,0.205,0.037,0.19,0.135,0.0535,0.12,0.205,0.195,0.055,Q9VH48,18,Q9VH48,Probable histone-arginine methyltransferase CARMER,FBgn0037770,Art4,0,0,1,1,0
0.1695,0.275,0.1675,0.204,-0.058,0.148,-0.031,-0.0905,0.102,0.32,0.195,0.193,Q7KVL7,4,Q7KVL7|Q6AWP5|Q9W277|Q95RP4,"Vacuolar protein sorting 35, isoform A",FBgn0034708,Vps35,0,0,0,0,0
0.4165,0.358,0.3945,0.097,0.029,0.311,0.123,-0.0475,0.132,0.309,0.194,0.237,A1Z7S0,7,A1Z7S0|C7LAD8|Q6NP12,Receptor mediated endocytosis 8,FBgn0015477,Rme-8,0,1,0,0,0
0.3425,0.209,0.3345,0.166,0.036,0.345,0.185,0.0695,0.233,-0.095,0.194,-0.129,Q9Y109,10,Q9Y109,BcDNA.GH11023,FBgn0027549,CG7927,0,0,0,1,0
0.2685,0.033,0.0715,0.193,-0.119,-0.085,-0.286,-0.1165,0.156,-0.321,0.194,-0.289,Q9VYI1,2,Q9VYI1,CG4645,FBgn0030435,CG4645,0,1,0,0,0
0.5205,0.307,0.4615,0.443,0.403,0.283,0.195,0.1405,0.083,0.304,0.193,0.123,P22700,31,P22700|P22700-2,Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type,FBgn0263006,SERCA,1,1,0,0,0
-0.3305,-0.029,-0.1625,-0.235,0.01,0.104,0.209,-0.2925,-0.15,0.538,0.193,0.265,Q9VGH7,2,Q9VGH7|Q9VGH7-2|Q9VGH7-7|Q9VGH7-3|Q9VGH7-4|Q9VGH7-6,Chloride channel protein 2,FBgn0051116,ClC-a,1,1,0,0,0
-0.3745,-0.019,-0.4055,-0.172,-0.138,-0.237,-0.076,-0.3615,-0.049,0.193,0.193,0.01,Q7KW17,4,Q7KW17|Q8IRY0|Q7YZA4|Q8MT16|Q5BII2|Q9W5A4,"Dishevelled associated activator of morphogenesis, isoform C",FBgn0025641,DAAM,0,0,0,0,0
0.1575,0.011,0.2415,0.021,-0.034,0.21,-0.051,-0.0405,0.003,0.024,0.192,-0.031,Q9VR91,3,Q9VR91|B1PG93|B1PGA4|B1PG88|B1PG85|B1PG82|B1PGA7|B1PG84|B1PG86|B1PG89|B1PG97|B1PGA5|B1PGA8|B1PG87|B1PG83|B1PG90|B1PG96,Probable E3 ubiquitin-protein ligase HERC2,FBgn0031107,HERC2,0,0,1,1,0
0.1315,0.216,0.1115,0.048,-0.204,0.357,-0.052,-0.0065,0.349,-0.214,0.192,-0.16,Q9VP76,3,Q9VP76|Q9Y1V0|Q7KLG6|D3DMC8,Adenylyl cyclase 78C,FBgn0024150,Ac78C,1,1,0,0,0
0.4195,0.539,0.5415,0.38,0.089,0.26,0.242,-0.0875,-0.027,-0.042,0.191,-0.19,P20028,2,P20028,DNA-directed RNA polymerase I subunit RPA2,FBgn0003278,RpI135,0,0,0,1,0
-0.0005,0.116,0.0655,0.062,-0.027,0.227,0.052,0.0015,0.274,0.099,0.191,0.079,A8DY81,19,A8DY81|A8DY80|E2QCN4|A8DY82|Q8IH39|C0PUX1|Q95TG6,"Not1, isoform C",FBgn0085436,Not1,0,0,1,0,0
0.1595,0.159,0.2235,0.092,-0.038,0.082,-0.024,-0.0935,-0.027,0.012,0.19,0.128,Q9W4N2,4,Q9W4N2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,FBgn0029693,CG6379,0,0,0,1,0
0.0855,-0.174,-0.0885,-0.213,-0.353,0.189,-0.477,0.1935,0.621,0.216,0.19,0.201,Q9VD51,3,Q9VD51,Probable ATP-dependent RNA helicase pitchoune,FBgn0266581,pit,0,0,1,1,0
0.4045,0.362,0.5605,0.21,0.061,0.389,0.188,0.0095,0.156,0.054,0.189,0.091,Q9Y169,3,Q9Y169,Exostosin-2,FBgn0029175,sotv,0,1,0,0,0
0.3125,0.179,0.5165,0.101,-0.269,0.511,0.143,-0.0715,0.499,-0.116,0.189,0.047,Q9VKJ9,3,Q9VKJ9,Coiled-coil and C2 domain-containing protein 1-like,FBgn0261983,l(2)gd1,1,1,1,1,0
0.2725,0.069,0.2295,0.227,0.592,-0.176,0.58,-0.3795,-0.801,0.521,0.189,-0.67,Q7KVQ0,4,Q7KVQ0,Probable H/ACA ribonucleoprotein complex subunit 1,FBgn0011824,CG4038,0,0,0,1,0
0.2685,0.158,0.1335,0.357,0.001,0.186,0,-0.1635,0.285,-0.224,0.189,-0.303,Q9VHN5,2,Q9VHN5,Protein unc-50 homolog,FBgn0037609,CG9773,0,1,0,0,0
0.1715,0.138,0.2705,0.16,0.05,0.243,0.084,-0.0485,0.098,0.202,0.188,0.097,H1ZYC1,25,H1ZYC1|Q9VK45|H1ZYB7|Q960H0|Q8T9I6,Target for rapamycin,FBgn0021796,Tor,0,0,0,0,0
0.1635,0.338,0.2615,0.31,0.027,0.28,0.095,0.0455,0.099,0.207,0.188,0.248,P13469,12,P13469|Q8IGX8,DNA-binding protein modulo,FBgn0002780,mod,0,0,1,1,0
0.1575,0.066,0.1625,0.168,-0.013,0.182,0.028,0.0445,0.235,-0.168,0.188,-0.139,Q9V778,15,Q9V778|D5SHU3,Alkyldihydroxyacetonephosphate synthase,FBgn0033983,ADPS,0,0,0,0,0
0.2255,0.003,0.1595,0.074,0.209,0.359,0.093,0.1325,0.162,0.163,0.187,0.096,Q8IRG6-2,18,Q8IRG6-2|Q8IRG6,Isoform A of FACT complex subunit spt16,FBgn0002183,dre4,0,0,0,1,0
0.3465,0.241,0.3155,0.339,0.285,0.277,0.211,0.2015,0.205,0.175,0.186,0.205,P15348,63,P15348|Q6NR40,DNA topoisomerase 2,FBgn0284220,Top2,0,0,1,1,0
0.1045,0.055,0.0805,0.004,-0.141,0.189,-0.045,-0.0755,0.207,-0.132,0.186,-0.099,Q9VC05,13,Q9VC05|O18397,Oxysterol-binding protein,FBgn0020626,Osbp,0,0,0,0,0
0.2845,0.139,0.1955,0.193,-0.051,0.228,-0.077,0.1105,0.329,0.043,0.185,0.217,Q9VJG0,16,Q9VJG0|O96794,Aminopeptidase P,FBgn0026150,ApepP,0,0,1,0,0
0.4555,0.266,0.3085,0.325,0.113,0.24,-0.015,-0.0185,0.21,0.207,0.184,0.159,Q8MR05,3,Q8MR05|Q8I725,LD48009p (Fragment),FBgn0037370,CG1236,0,0,0,0,0
0.3325,0.326,0.4665,0.279,0.145,0.517,0.344,0.0805,0.252,0.232,0.184,0.115,Q9VNX8,7,Q9VNX8|B7Z098,Eukaryotic translation initiation factor 2A,FBgn0037135,CG7414,0,0,1,0,0
-0.2565,-0.117,0.0485,-0.338,-0.275,0.032,-0.097,-0.1445,0.164,0.227,0.184,0.302,Q9W1A8,5,Q9W1A8,CG4049,FBgn0034976,CG4049,0,0,0,0,0
0.2735,0.411,0.2115,0.325,0.026,0.079,0.12,0.1315,0.035,0.025,0.183,-0.242,B5RJ18,5,B5RJ18|Q8SXD6|Q9VRY5,FI06479p (Fragment),FBgn0035714,CG8549,0,0,0,0,0
-0.0045,-0.006,0.0095,-0.024,0.045,0.209,0.085,-0.1375,0.024,0.116,0.183,0.101,B7Z002,28,B7Z002|Q9VPL9|Q9Y1L3|Q9VPL6|Q6NP08,"Kismet, isoform C",FBgn0266557,kis,0,0,0,1,0
0.3385,0.286,0.3975,0.309,0.163,0.162,0.096,0.1295,0.095,0.148,0.182,0.119,A1Z7H2,17,A1Z7H2|Q8T3L1|Q86NS4|A1Z7H3|Q960I0|H1UUA9,"Lethal (2) 44DEa, isoform D",FBgn0263120,Acsl,0,1,1,0,0
0.2075,0.272,0.1905,0.162,0.015,0.297,0.095,-0.0605,0.141,0.183,0.182,0.122,P08266,16,P08266,DNA-directed RNA polymerase II subunit RPB2,FBgn0262955,RpII140,0,0,0,1,0
0.1425,-0.068,0.4165,-0.235,-0.535,0.199,-0.238,-0.2925,0.419,0.236,0.182,0.507,A1Z6N4,2,A1Z6N4,MIP05841p,FBgn0050446,Tdc2,0,0,0,0,0
0.6845,0.333,0.5795,0.579,0.51,0.375,0.153,0.3375,0.047,0.362,0.181,0.103,Q9VIM5,9,Q9VIM5,Probable actin-related protein 2/3 complex subunit 2,FBgn0032859,Arpc2,0,0,1,0,0
0.4845,0.13,0.2335,0.316,0.333,0.263,0.167,0.2065,-0.003,0.219,0.181,0.124,P29742,69,P29742,Clathrin heavy chain,FBgn0000319,Chc,1,1,1,1,0
0.2425,0.201,0.2965,0.301,0.18,0.205,0.192,0.0295,-0.026,0.333,0.181,0.282,Q9VAW3,16,Q9VAW3|Q7PLC7|Q32KF3|A8Y596|A8Y599|Q7PLC6|A8Y5A0|E8NHS9|Q7PLC5|A8Y5A1,GH12731p,FBgn0039580,Gfat2,0,0,0,0,0
0.0665,0.181,0.0415,0.176,-0.11,0.245,-0.127,0.0085,0.497,-0.148,0.181,0.067,Q9Y134,3,Q9Y134,L.2.35Df,FBgn0001986,Mtr4,0,0,0,0,0
0.0665,0.278,0.0375,0.161,0.038,0.229,0.208,0.0025,0.066,0.066,0.181,-0.027,Q9NDJ2-2,13,Q9NDJ2-2|Q9NDJ2|Q8MLW2|B5RJR0|Q960W1|B3DN49|B5RJJ7|A9UN97|Q1WWH4|E1JGQ8|Q8MT92,Isoform B of Helicase domino,FBgn0020306,dom,0,0,0,1,0
-0.0045,0.245,0.3505,0.015,-0.083,0.175,0.072,-0.0405,0.158,0.11,0.181,0.005,Q8MRQ4,3,Q8MRQ4,LMBR1 domain-containing protein 2 homolog,FBgn0037689,CG8135,0,1,0,0,0
-0.2305,-0.259,-0.2085,-0.259,-0.285,0.038,-0.232,-0.0815,0.165,-0.152,0.181,-0.2,Q8IPK0,7,Q8IPK0|Q9GQR3|Q9VMH3|Q9GQR5|D1Z391|Q9GQR6|Q9GQR4,"Stathmin, isoform B",FBgn0266521,stai,0,0,0,0,0
